1779959446.216646 server started (21110): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779959446.216673 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779959446.216680 using libevent 2.1.12-stable poll
1779959446.216682 using ncurses 6.4 20240113
1779959446.251118 yylex_token: send
1779959446.251120 yylex_token: end at WS
1779959446.251121 yylex_token: -X
1779959446.251123 yylex_token: end at WS
1779959446.251125 yylex_token: jump-to-backward
1779959446.251127 yylex_token: end at WS
1779959446.251129 yylex_token: %%
1779959446.251133 cmd_parse_build_commands 0:0: bind
1779959446.251135 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.251137 cmd_parse_build_commands 0:2: T
1779959446.251141 cmd_parse_build_commands 0:3 0:0: command-prompt
1779959446.251145 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1779959446.251149 cmd_parse_build_commands 0:3 0:2 0:0: send
1779959446.251152 cmd_parse_build_commands 0:3 0:2 0:1: -X
1779959446.251155 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1779959446.251157 cmd_parse_build_commands 0:3 0:2 0:3: %%
1779959446.251161 cmd_parse_build_commands 0:0: command-prompt
1779959446.251164 cmd_parse_build_commands 0:1: -1p(jump to backward)
1779959446.251167 cmd_parse_build_commands 0:2 0:0: send
1779959446.251170 cmd_parse_build_commands 0:2 0:1: -X
1779959446.251173 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1779959446.251176 cmd_parse_build_commands 0:2 0:3: %%
1779959446.251179 cmd_parse_build_commands 0:0: send
1779959446.251182 cmd_parse_build_commands 0:1: -X
1779959446.251185 cmd_parse_build_commands 0:2: jump-to-backward
1779959446.251187 cmd_parse_build_commands 0:3: %%
1779959446.251192 args_parse_flags: next -X
1779959446.251195 args_parse_flags: -X
1779959446.251198 args_parse_flags: next jump-to-backward
1779959446.251201 args_parse: flags end at 2 of 4
1779959446.251204 args_parse: 2 = jump-to-backward (type STRING)
1779959446.251206 args_parse: 3 = %% (type STRING)
1779959446.251210 cmd_parse_build_commands: send-keys -X jump-to-backward "%%"
1779959446.251212 args_parse_flags: next -1p(jump to backward)
1779959446.251214 args_parse_flags: -1
1779959446.251216 args_parse_flag_argument: -p = (jump to backward)
1779959446.251218 args_parse: flags end at 2 of 3
1779959446.251222 args_parse: 2 = send-keys -X jump-to-backward "%%" (type COMMANDS)
1779959446.251229 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1779959446.251231 args_parse_flags: next -Tcopy-mode-vi
1779959446.251233 args_parse_flag_argument: -T = copy-mode-vi
1779959446.251235 args_parse_flags: next T
1779959446.251236 args_parse: flags end at 2 of 4
1779959446.251238 args_parse: 2 = T (type STRING)
1779959446.251244 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } (type COMMANDS)
1779959446.251253 cmd_parse_build_commands: bind-key -T copy-mode-vi T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } }
1779959446.251256 cmdq_get_command: [bind-key/0x647b21ecfef0] group 2340
1779959446.251258 cmdq_append <global>: [bind-key/0x647b21ecfef0]
1779959446.251261 yylex_token: end at WS
1779959446.251263 yylex_token: bind
1779959446.251265 yylex_token: end at WS
1779959446.251266 yylex_token: -Tcopy-mode-vi
1779959446.251268 yylex_token: end at WS
1779959446.251270 yylex_token: V
1779959446.251272 yylex_token: end at WS
1779959446.251273 yylex_token: send
1779959446.251275 yylex_token: end at WS
1779959446.251277 yylex_token: -X
1779959446.251279 yylex_token: end at WS
1779959446.251327 yylex_token: select-line
1779959446.251339 cmd_parse_build_commands 0:0: bind
1779959446.251342 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.251345 cmd_parse_build_commands 0:2: V
1779959446.251347 cmd_parse_build_commands 0:3 0:0: send
1779959446.251350 cmd_parse_build_commands 0:3 0:1: -X
1779959446.251353 cmd_parse_build_commands 0:3 0:2: select-line
1779959446.251356 cmd_parse_build_commands 0:0: send
1779959446.251359 cmd_parse_build_commands 0:1: -X
1779959446.251361 cmd_parse_build_commands 0:2: select-line
1779959446.251366 args_parse_flags: next -X
1779959446.251368 args_parse_flags: -X
1779959446.251371 args_parse_flags: next select-line
1779959446.251373 args_parse: flags end at 2 of 3
1779959446.251376 args_parse: 2 = select-line (type STRING)
1779959446.251381 cmd_parse_build_commands: send-keys -X select-line
1779959446.251384 args_parse_flags: next -Tcopy-mode-vi
1779959446.251387 args_parse_flag_argument: -T = copy-mode-vi
1779959446.251389 args_parse_flags: next V
1779959446.251392 args_parse: flags end at 2 of 4
1779959446.251394 args_parse: 2 = V (type STRING)
1779959446.251398 args_parse: 3 = send-keys -X select-line (type COMMANDS)
1779959446.251405 cmd_parse_build_commands: bind-key -T copy-mode-vi V { send-keys -X select-line }
1779959446.251408 cmdq_get_command: [bind-key/0x647b21ed0a70] group 2352
1779959446.251411 cmdq_append <global>: [bind-key/0x647b21ed0a70]
1779959446.251421 yylex_token: end at WS
1779959446.251424 yylex_token: bind
1779959446.251426 yylex_token: end at WS
1779959446.251428 yylex_token: -Tcopy-mode-vi
1779959446.251430 yylex_token: end at WS
1779959446.251431 yylex_token: W
1779959446.251433 yylex_token: end at WS
1779959446.251435 yylex_token: send
1779959446.251437 yylex_token: end at WS
1779959446.251438 yylex_token: -X
1779959446.251440 yylex_token: end at WS
1779959446.251442 yylex_token: next-space
1779959446.251445 cmd_parse_build_commands 0:0: bind
1779959446.251446 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.251448 cmd_parse_build_commands 0:2: W
1779959446.251450 cmd_parse_build_commands 0:3 0:0: send
1779959446.251452 cmd_parse_build_commands 0:3 0:1: -X
1779959446.251454 cmd_parse_build_commands 0:3 0:2: next-space
1779959446.251456 cmd_parse_build_commands 0:0: send
1779959446.251458 cmd_parse_build_commands 0:1: -X
1779959446.251460 cmd_parse_build_commands 0:2: next-space
1779959446.251463 args_parse_flags: next -X
1779959446.251465 args_parse_flags: -X
1779959446.251466 args_parse_flags: next next-space
1779959446.251468 args_parse: flags end at 2 of 3
1779959446.251470 args_parse: 2 = next-space (type STRING)
1779959446.251473 cmd_parse_build_commands: send-keys -X next-space
1779959446.251475 args_parse_flags: next -Tcopy-mode-vi
1779959446.251477 args_parse_flag_argument: -T = copy-mode-vi
1779959446.251479 args_parse_flags: next W
1779959446.251480 args_parse: flags end at 2 of 4
1779959446.251482 args_parse: 2 = W (type STRING)
1779959446.251485 args_parse: 3 = send-keys -X next-space (type COMMANDS)
1779959446.251490 cmd_parse_build_commands: bind-key -T copy-mode-vi W { send-keys -X next-space }
1779959446.251492 cmdq_get_command: [bind-key/0x647b21ed1030] group 2360
1779959446.251494 cmdq_append <global>: [bind-key/0x647b21ed1030]
1779959446.251498 yylex_token: end at WS
1779959446.251499 yylex_token: bind
1779959446.251501 yylex_token: end at WS
1779959446.251503 yylex_token: -Tcopy-mode-vi
1779959446.251505 yylex_token: end at WS
1779959446.251506 yylex_token: X
1779959446.251508 yylex_token: end at WS
1779959446.251510 yylex_token: send
1779959446.251512 yylex_token: end at WS
1779959446.251513 yylex_token: -X
1779959446.251515 yylex_token: end at WS
1779959446.251517 yylex_token: set-mark
1779959446.251520 cmd_parse_build_commands 0:0: bind
1779959446.251521 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.251523 cmd_parse_build_commands 0:2: X
1779959446.251525 cmd_parse_build_commands 0:3 0:0: send
1779959446.251527 cmd_parse_build_commands 0:3 0:1: -X
1779959446.251529 cmd_parse_build_commands 0:3 0:2: set-mark
1779959446.251531 cmd_parse_build_commands 0:0: send
1779959446.251540 cmd_parse_build_commands 0:1: -X
1779959446.251542 cmd_parse_build_commands 0:2: set-mark
1779959446.251545 args_parse_flags: next -X
1779959446.251547 args_parse_flags: -X
1779959446.251549 args_parse_flags: next set-mark
1779959446.251551 args_parse: flags end at 2 of 3
1779959446.251552 args_parse: 2 = set-mark (type STRING)
1779959446.251555 cmd_parse_build_commands: send-keys -X set-mark
1779959446.251557 args_parse_flags: next -Tcopy-mode-vi
1779959446.251559 args_parse_flag_argument: -T = copy-mode-vi
1779959446.251561 args_parse_flags: next X
1779959446.251563 args_parse: flags end at 2 of 4
1779959446.251564 args_parse: 2 = X (type STRING)
1779959446.251567 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1779959446.251572 cmd_parse_build_commands: bind-key -T copy-mode-vi X { send-keys -X set-mark }
1779959446.251574 cmdq_get_command: [bind-key/0x647b21ed15f0] group 2368
1779959446.251576 cmdq_append <global>: [bind-key/0x647b21ed15f0]
1779959446.251582 yylex_token: end at WS
1779959446.251584 yylex_token: bind
1779959446.251586 yylex_token: end at WS
1779959446.251588 yylex_token: -Tcopy-mode-vi
1779959446.251590 yylex_token: end at WS
1779959446.251591 yylex_token: ^
1779959446.251593 yylex_token: end at WS
1779959446.251595 yylex_token: send
1779959446.251597 yylex_token: end at WS
1779959446.251598 yylex_token: -X
1779959446.251601 yylex_token: end at WS
1779959446.251602 yylex_token: back-to-indentation
1779959446.251605 cmd_parse_build_commands 0:0: bind
1779959446.251607 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.251609 cmd_parse_build_commands 0:2: ^
1779959446.251611 cmd_parse_build_commands 0:3 0:0: send
1779959446.251613 cmd_parse_build_commands 0:3 0:1: -X
1779959446.251614 cmd_parse_build_commands 0:3 0:2: back-to-indentation
1779959446.251617 cmd_parse_build_commands 0:0: send
1779959446.251619 cmd_parse_build_commands 0:1: -X
1779959446.251620 cmd_parse_build_commands 0:2: back-to-indentation
1779959446.251623 args_parse_flags: next -X
1779959446.251625 args_parse_flags: -X
1779959446.251627 args_parse_flags: next back-to-indentation
1779959446.251629 args_parse: flags end at 2 of 3
1779959446.251631 args_parse: 2 = back-to-indentation (type STRING)
1779959446.251634 cmd_parse_build_commands: send-keys -X back-to-indentation
1779959446.251636 args_parse_flags: next -Tcopy-mode-vi
1779959446.251638 args_parse_flag_argument: -T = copy-mode-vi
1779959446.251639 args_parse_flags: next ^
1779959446.251641 args_parse: flags end at 2 of 4
1779959446.251643 args_parse: 2 = ^ (type STRING)
1779959446.251646 args_parse: 3 = send-keys -X back-to-indentation (type COMMANDS)
1779959446.251651 cmd_parse_build_commands: bind-key -T copy-mode-vi ^ { send-keys -X back-to-indentation }
1779959446.251653 cmdq_get_command: [bind-key/0x647b21ed1990] group 2376
1779959446.251655 cmdq_append <global>: [bind-key/0x647b21ed1990]
1779959446.251658 yylex_token: end at WS
1779959446.251660 yylex_token: bind
1779959446.251662 yylex_token: end at WS
1779959446.251664 yylex_token: -Tcopy-mode-vi
1779959446.251666 yylex_token: end at WS
1779959446.251667 yylex_token: b
1779959446.251669 yylex_token: end at WS
1779959446.251671 yylex_token: send
1779959446.251673 yylex_token: end at WS
1779959446.251674 yylex_token: -X
1779959446.251677 yylex_token: end at WS
1779959446.251678 yylex_token: previous-word
1779959446.251681 cmd_parse_build_commands 0:0: bind
1779959446.251683 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.251685 cmd_parse_build_commands 0:2: b
1779959446.251687 cmd_parse_build_commands 0:3 0:0: send
1779959446.251689 cmd_parse_build_commands 0:3 0:1: -X
1779959446.251691 cmd_parse_build_commands 0:3 0:2: previous-word
1779959446.251693 cmd_parse_build_commands 0:0: send
1779959446.251695 cmd_parse_build_commands 0:1: -X
1779959446.251696 cmd_parse_build_commands 0:2: previous-word
1779959446.251722 args_parse_flags: next -X
1779959446.251723 args_parse_flags: -X
1779959446.251725 args_parse_flags: next previous-word
1779959446.251727 args_parse: flags end at 2 of 3
1779959446.251733 args_parse: 2 = previous-word (type STRING)
1779959446.251736 cmd_parse_build_commands: send-keys -X previous-word
1779959446.251738 args_parse_flags: next -Tcopy-mode-vi
1779959446.251740 args_parse_flag_argument: -T = copy-mode-vi
1779959446.251741 args_parse_flags: next b
1779959446.251743 args_parse: flags end at 2 of 4
1779959446.251745 args_parse: 2 = b (type STRING)
1779959446.251748 args_parse: 3 = send-keys -X previous-word (type COMMANDS)
1779959446.251752 cmd_parse_build_commands: bind-key -T copy-mode-vi b { send-keys -X previous-word }
1779959446.251755 cmdq_get_command: [bind-key/0x647b21ed1f70] group 2384
1779959446.251757 cmdq_append <global>: [bind-key/0x647b21ed1f70]
1779959446.251760 yylex_token: end at WS
1779959446.251762 yylex_token: bind
1779959446.251764 yylex_token: end at WS
1779959446.251765 yylex_token: -Tcopy-mode-vi
1779959446.251767 yylex_token: end at WS
1779959446.251769 yylex_token: e
1779959446.251771 yylex_token: end at WS
1779959446.251772 yylex_token: send
1779959446.251774 yylex_token: end at WS
1779959446.251776 yylex_token: -X
1779959446.251778 yylex_token: end at WS
1779959446.251780 yylex_token: next-word-end
1779959446.251782 cmd_parse_build_commands 0:0: bind
1779959446.251784 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.251786 cmd_parse_build_commands 0:2: e
1779959446.251788 cmd_parse_build_commands 0:3 0:0: send
1779959446.251790 cmd_parse_build_commands 0:3 0:1: -X
1779959446.251792 cmd_parse_build_commands 0:3 0:2: next-word-end
1779959446.251794 cmd_parse_build_commands 0:0: send
1779959446.251796 cmd_parse_build_commands 0:1: -X
1779959446.251798 cmd_parse_build_commands 0:2: next-word-end
1779959446.251800 args_parse_flags: next -X
1779959446.251802 args_parse_flags: -X
1779959446.251804 args_parse_flags: next next-word-end
1779959446.251805 args_parse: flags end at 2 of 3
1779959446.251807 args_parse: 2 = next-word-end (type STRING)
1779959446.251810 cmd_parse_build_commands: send-keys -X next-word-end
1779959446.251812 args_parse_flags: next -Tcopy-mode-vi
1779959446.251814 args_parse_flag_argument: -T = copy-mode-vi
1779959446.251815 args_parse_flags: next e
1779959446.251817 args_parse: flags end at 2 of 4
1779959446.251819 args_parse: 2 = e (type STRING)
1779959446.251822 args_parse: 3 = send-keys -X next-word-end (type COMMANDS)
1779959446.251826 cmd_parse_build_commands: bind-key -T copy-mode-vi e { send-keys -X next-word-end }
1779959446.251829 cmdq_get_command: [bind-key/0x647b21ed2810] group 2392
1779959446.251831 cmdq_append <global>: [bind-key/0x647b21ed2810]
1779959446.251837 yylex_token: end at WS
1779959446.251838 yylex_token: bind
1779959446.251840 yylex_token: end at WS
1779959446.251842 yylex_token: -Tcopy-mode-vi
1779959446.251844 yylex_token: end at WS
1779959446.251845 yylex_token: f
1779959446.251848 yylex_token: end at WS
1779959446.251849 yylex_token: command-prompt
1779959446.251852 yylex_token: end at WS
1779959446.251854 yylex_token: -1p(jump forward)
1779959446.251856 yylex_token: end at WS
1779959446.251857 yylex_token: send
1779959446.251859 yylex_token: end at WS
1779959446.251860 yylex_token: -X
1779959446.251863 yylex_token: end at WS
1779959446.251864 yylex_token: jump-forward
1779959446.251866 yylex_token: end at WS
1779959446.251868 yylex_token: %%
1779959446.251871 cmd_parse_build_commands 0:0: bind
1779959446.251873 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.251874 cmd_parse_build_commands 0:2: f
1779959446.251876 cmd_parse_build_commands 0:3 0:0: command-prompt
1779959446.251878 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1779959446.251880 cmd_parse_build_commands 0:3 0:2 0:0: send
1779959446.251882 cmd_parse_build_commands 0:3 0:2 0:1: -X
1779959446.251884 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1779959446.251886 cmd_parse_build_commands 0:3 0:2 0:3: %%
1779959446.251888 cmd_parse_build_commands 0:0: command-prompt
1779959446.251890 cmd_parse_build_commands 0:1: -1p(jump forward)
1779959446.251892 cmd_parse_build_commands 0:2 0:0: send
1779959446.251894 cmd_parse_build_commands 0:2 0:1: -X
1779959446.251898 cmd_parse_build_commands 0:2 0:2: jump-forward
1779959446.251900 cmd_parse_build_commands 0:2 0:3: %%
1779959446.251902 cmd_parse_build_commands 0:0: send
1779959446.251904 cmd_parse_build_commands 0:1: -X
1779959446.251906 cmd_parse_build_commands 0:2: jump-forward
1779959446.251907 cmd_parse_build_commands 0:3: %%
1779959446.251910 args_parse_flags: next -X
1779959446.251912 args_parse_flags: -X
1779959446.251914 args_parse_flags: next jump-forward
1779959446.251916 args_parse: flags end at 2 of 4
1779959446.251917 args_parse: 2 = jump-forward (type STRING)
1779959446.251919 args_parse: 3 = %% (type STRING)
1779959446.251923 cmd_parse_build_commands: send-keys -X jump-forward "%%"
1779959446.251925 args_parse_flags: next -1p(jump forward)
1779959446.251927 args_parse_flags: -1
1779959446.251929 args_parse_flag_argument: -p = (jump forward)
1779959446.251931 args_parse: flags end at 2 of 3
1779959446.251934 args_parse: 2 = send-keys -X jump-forward "%%" (type COMMANDS)
1779959446.251940 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1779959446.251942 args_parse_flags: next -Tcopy-mode-vi
1779959446.251943 args_parse_flag_argument: -T = copy-mode-vi
1779959446.251945 args_parse_flags: next f
1779959446.251947 args_parse: flags end at 2 of 4
1779959446.251949 args_parse: 2 = f (type STRING)
1779959446.251954 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } (type COMMANDS)
1779959446.251960 cmd_parse_build_commands: bind-key -T copy-mode-vi f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } }
1779959446.251964 cmdq_get_command: [bind-key/0x647b21ed3cf0] group 2400
1779959446.251966 cmdq_append <global>: [bind-key/0x647b21ed3cf0]
1779959446.251972 yylex_token: end at WS
1779959446.251974 yylex_token: bind
1779959446.251976 yylex_token: end at WS
1779959446.251978 yylex_token: -Tcopy-mode-vi
1779959446.251980 yylex_token: end at WS
1779959446.251981 yylex_token: g
1779959446.251983 yylex_token: end at WS
1779959446.251985 yylex_token: send
1779959446.251987 yylex_token: end at WS
1779959446.251988 yylex_token: -X
1779959446.251990 yylex_token: end at WS
1779959446.251992 yylex_token: history-top
1779959446.251995 cmd_parse_build_commands 0:0: bind
1779959446.251997 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.251999 cmd_parse_build_commands 0:2: g
1779959446.252001 cmd_parse_build_commands 0:3 0:0: send
1779959446.252002 cmd_parse_build_commands 0:3 0:1: -X
1779959446.252004 cmd_parse_build_commands 0:3 0:2: history-top
1779959446.252007 cmd_parse_build_commands 0:0: send
1779959446.252008 cmd_parse_build_commands 0:1: -X
1779959446.252010 cmd_parse_build_commands 0:2: history-top
1779959446.252013 args_parse_flags: next -X
1779959446.252015 args_parse_flags: -X
1779959446.252017 args_parse_flags: next history-top
1779959446.252019 args_parse: flags end at 2 of 3
1779959446.252021 args_parse: 2 = history-top (type STRING)
1779959446.252024 cmd_parse_build_commands: send-keys -X history-top
1779959446.252026 args_parse_flags: next -Tcopy-mode-vi
1779959446.252028 args_parse_flag_argument: -T = copy-mode-vi
1779959446.252029 args_parse_flags: next g
1779959446.252031 args_parse: flags end at 2 of 4
1779959446.252033 args_parse: 2 = g (type STRING)
1779959446.252036 args_parse: 3 = send-keys -X history-top (type COMMANDS)
1779959446.252040 cmd_parse_build_commands: bind-key -T copy-mode-vi g { send-keys -X history-top }
1779959446.252043 cmdq_get_command: [bind-key/0x647b21ed2c90] group 2412
1779959446.252045 cmdq_append <global>: [bind-key/0x647b21ed2c90]
1779959446.252049 yylex_token: end at WS
1779959446.252050 yylex_token: bind
1779959446.252053 yylex_token: end at WS
1779959446.252054 yylex_token: -Tcopy-mode-vi
1779959446.252056 yylex_token: end at WS
1779959446.252058 yylex_token: h
1779959446.252060 yylex_token: end at WS
1779959446.252061 yylex_token: send
1779959446.252063 yylex_token: end at WS
1779959446.252065 yylex_token: -X
1779959446.252067 yylex_token: end at WS
1779959446.252071 yylex_token: cursor-left
1779959446.252074 cmd_parse_build_commands 0:0: bind
1779959446.252076 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.252077 cmd_parse_build_commands 0:2: h
1779959446.252079 cmd_parse_build_commands 0:3 0:0: send
1779959446.252081 cmd_parse_build_commands 0:3 0:1: -X
1779959446.252083 cmd_parse_build_commands 0:3 0:2: cursor-left
1779959446.252085 cmd_parse_build_commands 0:0: send
1779959446.252087 cmd_parse_build_commands 0:1: -X
1779959446.252089 cmd_parse_build_commands 0:2: cursor-left
1779959446.252092 args_parse_flags: next -X
1779959446.252094 args_parse_flags: -X
1779959446.252095 args_parse_flags: next cursor-left
1779959446.252097 args_parse: flags end at 2 of 3
1779959446.252099 args_parse: 2 = cursor-left (type STRING)
1779959446.252102 cmd_parse_build_commands: send-keys -X cursor-left
1779959446.252104 args_parse_flags: next -Tcopy-mode-vi
1779959446.252107 args_parse_flag_argument: -T = copy-mode-vi
1779959446.252109 args_parse_flags: next h
1779959446.252112 args_parse: flags end at 2 of 4
1779959446.252115 args_parse: 2 = h (type STRING)
1779959446.252119 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1779959446.252126 cmd_parse_build_commands: bind-key -T copy-mode-vi h { send-keys -X cursor-left }
1779959446.252131 cmdq_get_command: [bind-key/0x647b21ed3f50] group 2420
1779959446.252133 cmdq_append <global>: [bind-key/0x647b21ed3f50]
1779959446.252138 yylex_token: end at WS
1779959446.252140 yylex_token: bind
1779959446.252143 yylex_token: end at WS
1779959446.252145 yylex_token: -Tcopy-mode-vi
1779959446.252148 yylex_token: end at WS
1779959446.252151 yylex_token: j
1779959446.252154 yylex_token: end at WS
1779959446.252156 yylex_token: send
1779959446.252159 yylex_token: end at WS
1779959446.252161 yylex_token: -X
1779959446.252164 yylex_token: end at WS
1779959446.252166 yylex_token: cursor-down
1779959446.252170 cmd_parse_build_commands 0:0: bind
1779959446.252172 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.252175 cmd_parse_build_commands 0:2: j
1779959446.252177 cmd_parse_build_commands 0:3 0:0: send
1779959446.252180 cmd_parse_build_commands 0:3 0:1: -X
1779959446.252183 cmd_parse_build_commands 0:3 0:2: cursor-down
1779959446.252186 cmd_parse_build_commands 0:0: send
1779959446.252189 cmd_parse_build_commands 0:1: -X
1779959446.252192 cmd_parse_build_commands 0:2: cursor-down
1779959446.252195 args_parse_flags: next -X
1779959446.252197 args_parse_flags: -X
1779959446.252199 args_parse_flags: next cursor-down
1779959446.252200 args_parse: flags end at 2 of 3
1779959446.252202 args_parse: 2 = cursor-down (type STRING)
1779959446.252207 cmd_parse_build_commands: send-keys -X cursor-down
1779959446.252210 args_parse_flags: next -Tcopy-mode-vi
1779959446.252214 args_parse_flag_argument: -T = copy-mode-vi
1779959446.252217 args_parse_flags: next j
1779959446.252220 args_parse: flags end at 2 of 4
1779959446.252223 args_parse: 2 = j (type STRING)
1779959446.252227 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1779959446.252234 cmd_parse_build_commands: bind-key -T copy-mode-vi j { send-keys -X cursor-down }
1779959446.252238 cmdq_get_command: [bind-key/0x647b21ed4470] group 2428
1779959446.252240 cmdq_append <global>: [bind-key/0x647b21ed4470]
1779959446.252251 yylex_token: end at WS
1779959446.252254 yylex_token: bind
1779959446.252257 yylex_token: end at WS
1779959446.252260 yylex_token: -Tcopy-mode-vi
1779959446.252262 yylex_token: end at WS
1779959446.252264 yylex_token: k
1779959446.252267 yylex_token: end at WS
1779959446.252270 yylex_token: send
1779959446.252272 yylex_token: end at WS
1779959446.252275 yylex_token: -X
1779959446.252278 yylex_token: end at WS
1779959446.252280 yylex_token: cursor-up
1779959446.252283 cmd_parse_build_commands 0:0: bind
1779959446.252285 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.252287 cmd_parse_build_commands 0:2: k
1779959446.252289 cmd_parse_build_commands 0:3 0:0: send
1779959446.252290 cmd_parse_build_commands 0:3 0:1: -X
1779959446.252298 cmd_parse_build_commands 0:3 0:2: cursor-up
1779959446.252300 cmd_parse_build_commands 0:0: send
1779959446.252302 cmd_parse_build_commands 0:1: -X
1779959446.252304 cmd_parse_build_commands 0:2: cursor-up
1779959446.252307 args_parse_flags: next -X
1779959446.252308 args_parse_flags: -X
1779959446.252310 args_parse_flags: next cursor-up
1779959446.252312 args_parse: flags end at 2 of 3
1779959446.252314 args_parse: 2 = cursor-up (type STRING)
1779959446.252317 cmd_parse_build_commands: send-keys -X cursor-up
1779959446.252319 args_parse_flags: next -Tcopy-mode-vi
1779959446.252321 args_parse_flag_argument: -T = copy-mode-vi
1779959446.252323 args_parse_flags: next k
1779959446.252324 args_parse: flags end at 2 of 4
1779959446.252326 args_parse: 2 = k (type STRING)
1779959446.252329 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1779959446.252334 cmd_parse_build_commands: bind-key -T copy-mode-vi k { send-keys -X cursor-up }
1779959446.252336 cmdq_get_command: [bind-key/0x647b21ed4b50] group 2436
1779959446.252338 cmdq_append <global>: [bind-key/0x647b21ed4b50]
1779959446.252341 yylex_token: end at WS
1779959446.252343 yylex_token: bind
1779959446.252345 yylex_token: end at WS
1779959446.252347 yylex_token: -Tcopy-mode-vi
1779959446.252348 yylex_token: end at WS
1779959446.252350 yylex_token: z
1779959446.252352 yylex_token: end at WS
1779959446.252354 yylex_token: send
1779959446.252355 yylex_token: end at WS
1779959446.252357 yylex_token: -X
1779959446.252359 yylex_token: end at WS
1779959446.252361 yylex_token: scroll-middle
1779959446.252364 cmd_parse_build_commands 0:0: bind
1779959446.252366 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.252367 cmd_parse_build_commands 0:2: z
1779959446.252369 cmd_parse_build_commands 0:3 0:0: send
1779959446.252371 cmd_parse_build_commands 0:3 0:1: -X
1779959446.252373 cmd_parse_build_commands 0:3 0:2: scroll-middle
1779959446.252375 cmd_parse_build_commands 0:0: send
1779959446.252377 cmd_parse_build_commands 0:1: -X
1779959446.252379 cmd_parse_build_commands 0:2: scroll-middle
1779959446.252382 args_parse_flags: next -X
1779959446.252384 args_parse_flags: -X
1779959446.252386 args_parse_flags: next scroll-middle
1779959446.252387 args_parse: flags end at 2 of 3
1779959446.252389 args_parse: 2 = scroll-middle (type STRING)
1779959446.252393 cmd_parse_build_commands: send-keys -X scroll-middle
1779959446.252394 args_parse_flags: next -Tcopy-mode-vi
1779959446.252396 args_parse_flag_argument: -T = copy-mode-vi
1779959446.252398 args_parse_flags: next z
1779959446.252400 args_parse: flags end at 2 of 4
1779959446.252401 args_parse: 2 = z (type STRING)
1779959446.252404 args_parse: 3 = send-keys -X scroll-middle (type COMMANDS)
1779959446.252409 cmd_parse_build_commands: bind-key -T copy-mode-vi z { send-keys -X scroll-middle }
1779959446.252411 cmdq_get_command: [bind-key/0x647b21ed5090] group 2444
1779959446.252413 cmdq_append <global>: [bind-key/0x647b21ed5090]
1779959446.252417 yylex_token: end at WS
1779959446.252418 yylex_token: bind
1779959446.252420 yylex_token: end at WS
1779959446.252422 yylex_token: -Tcopy-mode-vi
1779959446.252424 yylex_token: end at WS
1779959446.252425 yylex_token: l
1779959446.252428 yylex_token: end at WS
1779959446.252429 yylex_token: send
1779959446.252431 yylex_token: end at WS
1779959446.252432 yylex_token: -X
1779959446.252435 yylex_token: end at WS
1779959446.252436 yylex_token: cursor-right
1779959446.252439 cmd_parse_build_commands 0:0: bind
1779959446.252441 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.252442 cmd_parse_build_commands 0:2: l
1779959446.252444 cmd_parse_build_commands 0:3 0:0: send
1779959446.252446 cmd_parse_build_commands 0:3 0:1: -X
1779959446.252448 cmd_parse_build_commands 0:3 0:2: cursor-right
1779959446.252450 cmd_parse_build_commands 0:0: send
1779959446.252452 cmd_parse_build_commands 0:1: -X
